date,destination,bookings,searches,cancellations,adr,room_nights
2022-02-20,FRA,404,760,42,90.17,1127.38
2022-02-21,FRA,462,672,55,84.45,1353.64
2022-02-22,FRA,362,593,40,88.94,976.68
2022-02-23,FRA,397,777,43,83.1,1043.93
2022-02-24,FRA,695,1322,72,83.48,2067.46
2022-02-25,FRA,565,1111,69,83.85,1592.24
2022-02-26,FRA,714,1008,87,84.42,1859.46
2022-02-27,FRA,584,820,62,90.21,1710.42
2022-02-28,FRA,603,1055,70,83.55,1604.51
2022-03-01,FRA,508,1004,51,86.83,1485.63
2022-03-02,FRA,404,625,40,85.69,1099.84
2022-03-03,FRA,435,712,53,85.42,1120.2
2022-03-04,FRA,419,615,50,89.07,1154.72
2022-03-05,FRA,650,913,68,89.05,1657.94
2022-03-06,FRA,532,997,65,91.1,1514.05
2022-03-07,FRA,414,758,42,91.1,1116.35
2022-03-08,FRA,404,722,41,89.69,1043.95
2022-03-09,FRA,412,739,46,86.24,1099.38
2022-03-10,FRA,401,761,47,85.89,1198.52
2022-03-11,FRA,438,861,44,88.65,1123.76
2022-03-12,FRA,398,728,45,87.73,1097.07
2022-03-13,FRA,414,734,47,84.47,1171.44
2022-03-14,FRA,427,745,47,85.02,1231.84
2022-03-15,FRA,385,756,47,89.9,1134.06
2022-03-16,FRA,403,595,46,82.94,1164.31
2022-03-17,FRA,547,1026,64,88.71,1496.07
2022-03-18,FRA,454,898,49,85.4,1163.29
2022-03-19,FRA,529,964,57,89.34,1448.31
2022-03-20,FRA,595,1118,68,89.5,1637.15
2022-03-21,FRA,345,576,42,84.14,940.65
2022-03-22,FRA,450,898,53,89.7,1348.04
2022-03-23,FRA,507,1007,54,88.95,1508.14
2022-03-24,FRA,469,693,50,84.4,1322.31
2022-03-25,FRA,411,590,50,91.15,1078.28
2022-03-26,FRA,441,780,52,87.19,1308.26
2022-03-27,FRA,515,768,63,85.55,1358.31
2022-03-28,FRA,430,786,45,88.93,1138.97
2022-03-29,FRA,519,977,53,85.31,1433.52
2022-03-30,FRA,421,772,46,82.91,1119.09
2022-03-31,FRA,498,781,56,89.32,1348.38
2022-04-01,FRA,339,581,37,89.7,849.56
2022-04-02,FRA,406,657,42,84.08,1023.65
2022-04-03,FRA,451,733,45,90.76,1321.55
2022-04-04,FRA,462,840,52,87.23,1305.39
2022-04-05,FRA,441,609,52,84.26,1267.02
2022-04-06,FRA,426,670,52,86.32,1089.29
2022-04-07,FRA,391,577,40,84.13,1020.47
2022-04-08,FRA,417,585,45,86.16,1069.1
2022-04-09,FRA,545,827,66,85.41,1505.97
2022-04-10,FRA,444,661,49,83.6,1110.71
2022-04-11,FRA,351,606,40,89.94,950.99
2022-04-12,FRA,346,681,40,86.03,908.13
2022-04-13,FRA,337,538,38,89.29,857.64
2022-04-14,FRA,449,818,53,89.13,1207.05
2022-04-15,FRA,297,542,33,87.43,812.56
2022-04-16,FRA,405,662,49,88.11,1193.83
2022-04-17,FRA,364,712,41,82.82,1014.22
2022-04-18,FRA,317,566,36,89.79,894.21
2022-04-19,FRA,314,506,38,91.31,921.03
2022-04-20,FRA,384,651,47,87.98,1058.78
2022-04-21,FRA,344,652,35,84.47,975.96
2022-04-22,FRA,395,736,46,86.61,1116.71
2022-04-23,FRA,325,585,38,86.14,897.35
2022-04-24,FRA,460,774,50,88.67,1247.84
2022-04-25,FRA,334,556,36,85.27,849.82
2022-04-26,FRA,329,543,39,83.23,846.36
2022-04-27,FRA,333,618,38,87.21,904.5
2022-04-28,FRA,404,688,48,83.58,1065.34
2022-04-29,FRA,331,633,37,87.92,904.19
2022-04-30,FRA,457,865,52,90.56,1191.44
2022-05-01,FRA,468,836,53,83.6,1272.16
2022-05-02,FRA,437,831,47,85.79,1207.07
2022-05-03,FRA,355,596,40,82.98,948.64
2022-05-04,FRA,427,855,51,85.11,1131.77
2022-05-05,FRA,353,667,41,84.77,989.0
2022-05-06,FRA,342,474,37,91.34,976.69
2022-05-07,FRA,379,559,38,85.4,1008.98
2022-05-08,FRA,439,671,54,89.02,1124.15
2022-05-09,FRA,444,739,45,84.67,1268.48
2022-05-10,FRA,318,466,32,85.18,822.18
2022-05-11,FRA,463,757,54,88.64,1214.26
2022-05-12,FRA,390,638,47,90.38,1017.13
2022-05-13,FRA,348,646,39,90.05,960.29
2022-05-14,FRA,435,828,43,83.97,1184.72
2022-05-15,FRA,531,825,54,88.57,1374.46
2022-05-16,FRA,391,636,45,83.27,1142.38
2022-05-17,FRA,455,701,56,85.67,1334.16
2022-05-18,FRA,460,808,53,91.3,1196.1
2022-05-19,FRA,510,933,53,83.51,1383.65
2022-05-20,FRA,445,767,51,83.7,1210.67
2022-05-21,FRA,442,776,51,90.84,1278.76
2022-05-22,FRA,398,712,46,87.42,1154.63
2022-05-23,FRA,364,542,40,83.99,920.96
2022-05-24,FRA,379,684,42,89.05,1087.25
2022-05-25,FRA,409,631,50,88.79,1174.34
2022-05-26,FRA,380,663,41,86.65,1063.62
2022-05-27,FRA,454,803,55,88.36,1214.47
2022-05-28,FRA,504,704,60,90.53,1344.47
2022-05-29,FRA,436,859,53,89.8,1245.55
2022-05-30,FRA,484,669,57,85.86,1221.55
2022-05-31,FRA,405,802,43,87.75,1039.05
2022-06-01,FRA,541,1029,66,86.94,1595.12
2022-06-02,FRA,403,579,48,85.41,1106.85
2022-06-03,FRA,520,764,64,88.94,1416.31
2022-06-04,FRA,586,1035,72,85.06,1522.6
2022-06-05,FRA,586,1009,59,91.07,1505.06
2022-06-06,FRA,386,542,40,88.83,1111.61
2022-06-07,FRA,436,597,49,89.45,1107.56
2022-06-08,FRA,455,740,49,88.86,1289.81
2022-06-09,FRA,397,664,42,86.01,995.36
2022-06-10,FRA,514,765,60,91.34,1447.57
2022-06-11,FRA,526,881,56,85.71,1451.76
2022-06-12,FRA,567,1015,59,86.92,1643.3
2022-06-13,FRA,431,833,46,87.75,1084.41
2022-06-14,FRA,479,784,55,85.2,1259.7
2022-06-15,FRA,457,782,54,87.68,1144.2
2022-06-16,FRA,467,676,57,84.94,1324.8
2022-06-17,FRA,422,642,51,87.01,1084.19
2022-06-18,FRA,567,872,66,89.16,1477.0
2022-06-19,FRA,394,745,42,84.27,1082.03
2022-06-20,FRA,532,907,60,88.74,1377.88
2022-06-21,FRA,490,961,58,90.86,1399.37
2022-06-22,FRA,454,901,52,91.18,1296.1
2022-06-23,FRA,357,691,38,86.36,898.0
2022-06-24,FRA,461,638,48,87.9,1361.91
2022-06-25,FRA,488,943,50,89.0,1421.66
2022-06-26,FRA,522,881,56,86.49,1377.01
2022-06-27,FRA,447,698,46,86.36,1145.4
2022-06-28,FRA,465,925,50,89.69,1282.33
2022-06-29,FRA,368,596,44,87.47,986.24
2022-06-30,FRA,435,809,51,86.56,1177.22
2022-07-01,FRA,624,869,76,90.88,1693.93
2022-07-02,FRA,556,1101,56,86.04,1574.11
2022-07-03,FRA,532,729,53,84.59,1594.14
2022-07-04,FRA,590,826,61,83.4,1542.29
2022-07-05,FRA,493,899,51,83.68,1299.6
2022-07-06,FRA,517,945,54,86.02,1427.27
2022-07-07,FRA,520,894,60,85.04,1357.21
2022-07-08,FRA,735,1375,83,86.32,2045.44
2022-07-09,FRA,585,814,67,84.99,1718.74
2022-07-10,FRA,754,1030,90,83.99,2098.96
2022-07-11,FRA,558,940,61,88.39,1620.21
2022-07-12,FRA,626,1232,64,83.27,1759.66
2022-07-13,FRA,632,1201,73,87.92,1642.45
2022-07-14,FRA,648,1223,65,85.25,1652.19
2022-07-15,FRA,682,1235,79,83.58,1843.43
2022-07-16,FRA,650,1260,69,87.38,1740.22
2022-07-17,FRA,616,1099,62,83.92,1713.99
2022-07-18,FRA,690,1064,80,88.04,2036.36
2022-07-19,FRA,651,1060,64,85.01,1874.48
2022-07-20,FRA,503,688,56,86.6,1343.45
2022-07-21,FRA,598,866,68,82.67,1519.72
2022-07-22,FRA,594,1082,62,89.68,1554.87
2022-07-23,FRA,803,1182,94,82.98,2140.06
2022-07-24,FRA,631,1167,72,87.57,1713.43
2022-07-25,FRA,494,788,49,86.58,1452.69
2022-07-26,FRA,617,852,74,91.34,1819.62
2022-07-27,FRA,494,987,61,86.19,1303.43
2022-07-28,FRA,652,1179,66,84.93,1794.18
2022-07-29,FRA,504,984,55,86.34,1479.99
2022-07-30,FRA,544,976,64,84.78,1431.98
2022-07-31,FRA,685,1119,69,87.04,1942.95
2022-08-01,FRA,539,879,61,83.9,1429.36
2022-08-02,FRA,676,1262,74,85.85,1722.81
2022-08-03,FRA,792,1230,81,87.15,2110.78
2022-08-04,FRA,615,965,75,86.2,1800.24
2022-08-05,FRA,733,1349,82,84.08,1971.42
2022-08-06,FRA,845,1210,95,84.45,2218.58
2022-08-07,FRA,799,1217,96,87.39,2257.99
2022-08-08,FRA,588,1032,66,82.94,1497.08
2022-08-09,FRA,594,823,72,90.15,1503.92
2022-08-10,FRA,540,881,57,85.89,1372.39
2022-08-11,FRA,712,1378,77,85.22,2008.97
2022-08-12,FRA,626,931,73,90.28,1865.42
2022-08-13,FRA,780,1328,82,85.66,2199.39
2022-08-14,FRA,921,1487,102,83.29,2751.5
2022-08-15,FRA,701,1184,82,88.27,1872.61
2022-08-16,FRA,790,1494,97,89.21,2166.65
2022-08-17,FRA,626,927,72,85.73,1572.78
2022-08-18,FRA,624,911,73,88.0,1851.51
2022-08-19,FRA,636,971,73,87.5,1825.29
2022-08-20,FRA,800,1071,85,90.27,2064.26
2022-08-21,FRA,693,1008,82,83.75,2057.34
2022-08-22,FRA,733,1256,73,86.89,1963.11
2022-08-23,FRA,780,1180,95,86.96,2031.38
2022-08-24,FRA,434,871,53,85.82,1221.61
2022-08-25,FRA,480,805,56,89.78,1232.92
2022-08-26,FRA,598,1179,70,87.62,1635.28
2022-08-27,FRA,510,879,52,83.63,1497.74
2022-08-28,FRA,785,1498,83,88.23,2111.43
2022-08-29,FRA,546,917,57,88.37,1432.19
2022-08-30,FRA,502,814,51,88.92,1339.59
2022-08-31,FRA,504,723,62,82.65,1353.93
2022-09-01,FRA,527,705,57,84.34,1463.42
2022-09-02,FRA,581,1064,62,85.74,1642.12
2022-09-03,FRA,704,1209,83,86.16,1794.43
2022-09-04,FRA,675,1143,81,85.97,1738.92
2022-09-05,FRA,604,862,62,82.83,1653.89
2022-09-06,FRA,541,936,57,89.96,1491.74
2022-09-07,FRA,531,876,55,88.8,1510.46
2022-09-08,FRA,715,990,78,88.32,2113.58
2022-09-09,FRA,485,727,52,83.41,1248.82
2022-09-10,FRA,564,1036,58,88.08,1606.45
2022-09-11,FRA,720,1270,74,89.74,1810.98
2022-09-12,FRA,529,958,65,88.29,1419.89
2022-09-13,FRA,530,806,57,91.18,1504.25
2022-09-14,FRA,619,920,71,89.53,1693.21
2022-09-15,FRA,710,1323,73,89.08,2007.62
2022-09-16,FRA,470,788,50,90.69,1257.17
2022-09-17,FRA,593,1002,60,90.33,1700.46
2022-09-18,FRA,811,1317,95,88.4,2384.62
2022-09-19,FRA,680,1116,73,89.18,1833.21
2022-09-20,FRA,527,940,65,86.54,1391.11
2022-09-21,FRA,516,894,58,84.35,1537.58
2022-09-22,FRA,575,824,61,89.0,1618.16
2022-09-23,FRA,519,712,60,83.79,1342.32
2022-09-24,FRA,605,968,63,85.16,1680.46
2022-09-25,FRA,804,1201,82,85.99,2114.02
2022-09-26,FRA,538,1006,55,84.85,1533.69
2022-09-27,FRA,447,703,54,84.52,1187.27
2022-09-28,FRA,648,1169,77,86.72,1873.75
2022-09-29,FRA,611,1070,65,84.63,1565.97
2022-09-30,FRA,606,1216,71,85.15,1629.17
2022-10-01,FRA,587,1019,62,90.76,1502.73
2022-10-02,FRA,878,1285,97,86.63,2558.32
2022-10-03,FRA,638,1204,74,83.62,1871.62
2022-10-04,FRA,581,877,63,91.19,1622.15
2022-10-05,FRA,736,1165,86,83.38,1945.89
2022-10-06,FRA,557,900,59,82.97,1574.1
2022-10-07,FRA,555,899,64,83.29,1634.31
2022-10-08,FRA,590,956,69,91.08,1529.67
2022-10-09,FRA,658,957,79,83.79,1743.11
2022-10-10,FRA,520,745,60,83.03,1489.54
2022-10-11,FRA,554,1066,60,84.15,1520.4
2022-10-12,FRA,561,855,60,86.16,1481.98
2022-10-13,FRA,605,1057,68,87.32,1641.25
2022-10-14,FRA,634,1145,64,82.91,1763.29
2022-10-15,FRA,758,1332,75,83.7,2043.58
2022-10-16,FRA,674,1088,70,84.13,1935.31
2022-10-17,FRA,700,1231,77,84.29,1839.58
2022-10-18,FRA,679,1038,69,90.94,1947.47
2022-10-19,FRA,642,993,74,87.95,1882.57
2022-10-20,FRA,547,769,54,87.06,1467.39
2022-10-21,FRA,680,1106,79,88.79,1714.48
2022-10-22,FRA,763,1173,87,83.2,2078.71
2022-10-23,FRA,601,1099,72,88.04,1633.34
2022-10-24,FRA,812,1370,82,85.54,2157.13
2022-10-25,FRA,571,820,67,83.72,1500.09
2022-10-26,FRA,673,1308,77,87.92,1707.57
2022-10-27,FRA,621,946,68,87.25,1740.35
2022-10-28,FRA,780,1343,83,82.65,2154.99
2022-10-29,FRA,619,852,66,90.99,1789.35
2022-10-30,FRA,809,1592,96,88.25,2239.43
2022-10-31,FRA,704,992,84,88.5,1932.61
2022-11-01,FRA,525,997,56,84.46,1566.36
2022-11-02,FRA,633,1124,64,83.51,1882.55
2022-11-03,FRA,715,1331,72,88.9,1915.06
2022-11-04,FRA,610,1041,74,85.6,1668.16
2022-11-05,FRA,801,1135,83,90.88,2317.13
2022-11-06,FRA,619,1065,64,88.26,1567.86
2022-11-07,FRA,666,1291,74,83.9,1904.9
2022-11-08,FRA,612,1108,66,84.16,1710.37
2022-11-09,FRA,721,1077,83,83.58,1858.47
2022-11-10,FRA,489,821,60,88.33,1329.11
2022-11-11,FRA,478,853,50,85.32,1224.36
2022-11-12,FRA,762,1069,91,85.25,2136.23
2022-11-13,FRA,581,845,60,90.77,1558.2
2022-11-14,FRA,544,895,63,91.17,1530.29
2022-11-15,FRA,489,763,59,89.51,1417.16
2022-11-16,FRA,604,958,70,88.3,1677.52
2022-11-17,FRA,646,1021,76,84.31,1805.72
2022-11-18,FRA,688,1280,79,83.37,1890.36
2022-11-19,FRA,832,1419,91,84.89,2241.89
2022-11-20,FRA,605,1070,65,89.58,1674.18
2022-11-21,FRA,640,1034,73,89.19,1846.7
2022-11-22,FRA,635,1001,65,83.63,1748.06
2022-11-23,FRA,529,1024,58,87.47,1337.82
2022-11-24,FRA,588,907,63,89.28,1604.86
2022-11-25,FRA,771,1039,80,88.75,2218.29
2022-11-26,FRA,781,1464,95,88.34,2152.48
2022-11-27,FRA,781,1522,94,86.75,2118.75
2022-11-28,FRA,613,1046,70,90.51,1742.02
2022-11-29,FRA,575,968,66,83.53,1704.2
2022-11-30,FRA,494,828,61,86.45,1338.66
2022-12-01,FRA,568,1026,62,89.14,1550.98
2022-12-02,FRA,699,1313,77,84.69,1835.31
2022-12-03,FRA,469,645,54,90.57,1226.62
2022-12-04,FRA,698,1211,78,89.93,1832.25
2022-12-05,FRA,677,998,74,89.33,1699.87
2022-12-06,FRA,565,905,58,85.2,1460.9
2022-12-07,FRA,490,939,58,85.32,1352.38
2022-12-08,FRA,581,810,68,83.83,1458.32
2022-12-09,FRA,543,1000,55,86.78,1495.48
2022-12-10,FRA,657,989,70,82.67,1915.83
2022-12-11,FRA,576,929,58,84.93,1565.3
2022-12-12,FRA,423,640,47,85.76,1117.75
2022-12-13,FRA,489,871,50,85.48,1339.81
2022-12-14,FRA,512,865,55,89.39,1403.04
2022-12-15,FRA,487,690,50,86.13,1241.56
2022-12-16,FRA,582,915,59,90.08,1704.31
2022-12-17,FRA,658,1175,77,85.81,1749.33
2022-12-18,FRA,609,1169,62,88.5,1761.58
2022-12-19,FRA,537,1014,57,83.96,1388.98
2022-12-20,FRA,535,1003,64,83.64,1496.46
2022-12-21,FRA,424,579,42,90.85,1206.74
2022-12-22,FRA,554,1024,56,91.28,1434.83
2022-12-23,FRA,626,873,77,83.69,1865.75
2022-12-24,FRA,659,1313,74,87.73,1700.54
2022-12-25,FRA,594,833,73,85.09,1701.96
2022-12-26,FRA,590,846,60,90.43,1675.26
2022-12-27,FRA,528,792,61,88.11,1370.04
2022-12-28,FRA,605,853,64,86.81,1653.83
2022-12-29,FRA,539,1019,59,83.27,1512.98
2022-12-30,FRA,566,1081,65,84.36,1434.47
2022-12-31,FRA,713,1351,74,89.76,1861.02
2023-01-01,FRA,457,752,54,87.53,1215.24
2023-01-02,FRA,489,928,50,89.48,1374.5
2023-01-03,FRA,422,589,42,90.02,1095.34
2023-01-04,FRA,469,874,49,84.68,1246.51
2023-01-05,FRA,472,697,50,90.54,1325.1
2023-01-06,FRA,352,692,37,88.91,945.41
2023-01-07,FRA,447,858,46,86.9,1327.02
2023-01-08,FRA,475,661,56,84.09,1258.32
2023-01-09,FRA,369,612,41,82.93,1100.77
2023-01-10,FRA,515,792,59,85.29,1515.93
2023-01-11,FRA,482,866,49,88.97,1351.7
2023-01-12,FRA,478,665,48,89.69,1316.93
2023-01-13,FRA,407,620,41,90.21,1178.41
2023-01-14,FRA,643,1059,77,85.33,1818.36
2023-01-15,FRA,516,1002,51,82.74,1489.39
2023-01-16,FRA,405,733,43,86.8,1036.43
2023-01-17,FRA,436,739,50,87.1,1178.13
2023-01-18,FRA,486,974,59,83.75,1265.15
2023-01-19,FRA,491,673,53,85.25,1282.78
2023-01-20,FRA,366,614,41,89.28,932.41
2023-01-21,FRA,648,1072,73,83.81,1670.56
2023-01-22,FRA,594,803,71,86.26,1589.0
2023-01-23,FRA,360,646,36,84.01,1076.47
2023-01-24,FRA,473,938,49,86.04,1252.21
2023-01-25,FRA,525,841,57,91.33,1366.66
2023-01-26,FRA,508,871,57,90.93,1332.68
2023-01-27,FRA,479,853,58,88.21,1288.77
2023-01-28,FRA,665,885,70,90.56,1675.33
2023-01-29,FRA,537,721,59,84.69,1502.92
2023-01-30,FRA,426,793,44,87.09,1212.03
2023-01-31,FRA,420,645,44,87.69,1131.74
2023-02-01,FRA,367,580,38,85.94,1047.36
2023-02-02,FRA,362,643,37,90.19,966.25
2023-02-03,FRA,341,522,36,89.16,870.38
2023-02-04,FRA,437,820,45,85.43,1114.74
2023-02-05,FRA,473,840,52,87.06,1221.39
2023-02-06,FRA,363,704,36,83.35,1082.52
2023-02-07,FRA,293,493,29,89.55,739.72
2023-02-08,FRA,347,622,39,90.84,884.39
2023-02-09,FRA,312,623,35,90.72,815.99
2023-02-10,FRA,328,491,33,84.06,980.13
2023-02-11,FRA,358,545,43,89.13,1063.18
2023-02-12,FRA,459,723,56,90.46,1161.06
2023-02-13,FRA,403,649,43,82.72,1045.17
2023-02-14,FRA,270,454,29,88.29,770.92
2023-02-15,FRA,317,475,33,88.48,863.75
2023-02-16,FRA,290,527,35,90.29,778.02
2023-02-17,FRA,320,533,39,84.01,924.9
2023-02-18,FRA,442,690,45,89.96,1123.95
2023-02-19,FRA,487,805,58,84.12,1419.62
2023-02-20,FRA,395,559,48,85.68,1175.01
2023-02-21,FRA,294,562,35,84.57,746.8
2023-02-22,FRA,447,635,55,89.89,1173.79
2023-02-23,FRA,417,824,50,88.9,1147.83
2023-02-24,FRA,358,584,42,87.38,919.76
2023-02-25,FRA,415,745,45,88.14,1174.16
2023-02-26,FRA,488,653,55,83.28,1309.0
2023-02-27,FRA,409,753,49,86.88,1167.33
2023-02-28,FRA,402,571,43,88.51,1017.99
2023-03-01,FRA,349,489,41,90.21,1035.51
2023-03-02,FRA,326,504,37,83.92,941.03
2023-03-03,FRA,272,508,28,86.99,723.18
2023-03-04,FRA,426,822,46,84.07,1213.75
2023-03-05,FRA,295,447,30,85.98,811.14
2023-03-06,FRA,319,559,32,89.64,870.12
2023-03-07,FRA,347,666,35,89.85,913.43
2023-03-08,FRA,232,433,28,90.31,605.38
2023-03-09,FRA,229,363,24,83.03,627.98
2023-03-10,FRA,316,577,36,85.07,803.06
2023-03-11,FRA,297,549,34,86.49,772.87
2023-03-12,FRA,417,562,46,82.97,1150.35
2023-03-13,FRA,324,455,39,90.92,935.62
2023-03-14,FRA,292,505,35,85.28,795.88
2023-03-15,FRA,245,380,26,87.25,627.79
2023-03-16,FRA,308,425,32,86.26,850.0
2023-03-17,FRA,289,502,35,84.99,836.27
2023-03-18,FRA,393,565,47,83.76,1165.98
2023-03-19,FRA,315,623,38,88.11,925.3
2023-03-20,FRA,322,439,35,85.04,886.56
2023-03-21,FRA,255,478,31,85.92,668.04
2023-03-22,FRA,365,530,37,85.44,1022.53
2023-03-23,FRA,294,549,33,88.8,850.66
2023-03-24,FRA,303,550,37,89.37,773.28
2023-03-25,FRA,329,560,38,84.11,986.91
2023-03-26,FRA,346,569,39,88.43,924.77
2023-03-27,FRA,280,379,33,89.71,798.4
2023-03-28,FRA,252,457,26,87.28,743.16
2023-03-29,FRA,261,470,26,82.7,707.98
2023-03-30,FRA,332,582,34,84.92,903.95
2023-03-31,FRA,320,454,32,91.28,948.67
2023-04-01,FRA,260,459,30,86.78,686.17
2023-04-02,FRA,304,502,36,89.17,772.89
2023-04-03,FRA,257,422,28,87.21,678.12
2023-04-04,FRA,212,285,21,84.27,530.46
2023-04-05,FRA,284,542,32,85.87,756.72
2023-04-06,FRA,269,367,30,84.99,764.4
2023-04-07,FRA,254,377,25,82.87,682.34
2023-04-08,FRA,353,538,35,86.45,1048.98
2023-04-09,FRA,274,490,30,84.56,716.07
2023-04-10,FRA,275,463,29,87.42,697.55
2023-04-11,FRA,258,501,28,84.2,750.81
2023-04-12,FRA,325,611,36,85.55,840.44
2023-04-13,FRA,207,374,22,84.34,577.84
2023-04-14,FRA,296,468,31,88.89,772.12
2023-04-15,FRA,333,589,34,84.99,845.96
2023-04-16,FRA,258,472,32,90.13,654.41
2023-04-17,FRA,279,497,28,90.08,774.83
2023-04-18,FRA,251,399,26,87.3,656.94
2023-04-19,FRA,246,408,28,83.92,631.0
2023-04-20,FRA,215,305,26,89.81,637.47
2023-04-21,FRA,259,400,30,86.06,688.8
2023-04-22,FRA,338,587,34,89.35,872.27
2023-04-23,FRA,246,451,27,91.12,625.84
2023-04-24,FRA,306,572,32,90.93,839.9
2023-04-25,FRA,291,480,30,88.77,800.44
2023-04-26,FRA,249,447,25,85.38,662.8
2023-04-27,FRA,244,416,27,87.8,650.66
2023-04-28,FRA,269,412,28,90.4,759.58
2023-04-29,FRA,330,521,33,90.65,943.34
2023-04-30,FRA,332,550,39,87.23,940.36
2023-05-01,FRA,241,338,27,90.64,610.73
2023-05-02,FRA,260,462,28,83.95,665.86
2023-05-03,FRA,311,611,34,88.35,901.25
2023-05-04,FRA,356,631,39,91.2,937.12
2023-05-05,FRA,256,453,30,83.44,677.75
2023-05-06,FRA,364,711,37,87.13,1078.82
2023-05-07,FRA,310,567,35,89.2,798.35
2023-05-08,FRA,250,399,29,88.43,632.33
2023-05-09,FRA,342,603,37,84.06,940.41
2023-05-10,FRA,356,624,42,84.95,1038.32
2023-05-11,FRA,286,424,30,87.38,842.48
2023-05-12,FRA,292,515,29,86.87,807.2
2023-05-13,FRA,301,489,31,84.97,754.77
2023-05-14,FRA,271,396,29,83.34,767.53
2023-05-15,FRA,341,543,40,89.29,962.26
2023-05-16,FRA,280,515,29,85.65,721.74
2023-05-17,FRA,322,439,35,88.71,818.63
2023-05-18,FRA,321,523,38,85.08,819.88
2023-05-19,FRA,300,459,31,90.88,758.4
2023-05-20,FRA,382,672,43,83.27,1118.56
2023-05-21,FRA,365,680,38,88.91,1061.33
2023-05-22,FRA,297,490,31,87.0,817.84
2023-05-23,FRA,308,453,36,82.84,819.75
2023-05-24,FRA,299,539,33,85.16,825.51
2023-05-25,FRA,306,524,31,91.24,881.49
2023-05-26,FRA,266,437,32,84.86,670.31
2023-05-27,FRA,298,412,35,83.94,841.99
2023-05-28,FRA,402,574,49,90.2,1179.84
2023-05-29,FRA,311,477,34,85.08,799.25
2023-05-30,FRA,295,406,34,89.95,768.58
2023-05-31,FRA,379,561,40,84.06,1127.72
2023-06-01,FRA,295,409,31,89.97,821.55
2023-06-02,FRA,431,831,47,89.47,1198.26
2023-06-03,FRA,463,752,50,91.26,1308.42
2023-06-04,FRA,360,673,41,85.88,911.63
2023-06-05,FRA,396,589,42,83.79,1079.51
2023-06-06,FRA,403,701,41,84.36,1186.2
2023-06-07,FRA,361,714,43,83.65,1054.48
2023-06-08,FRA,290,454,30,86.39,756.92
2023-06-09,FRA,291,391,29,87.13,802.23
2023-06-10,FRA,405,696,45,86.09,1191.31
2023-06-11,FRA,514,895,53,83.2,1484.04
2023-06-12,FRA,365,603,37,88.92,1011.66
2023-06-13,FRA,432,840,51,90.78,1166.08
2023-06-14,FRA,383,631,43,84.41,973.08
2023-06-15,FRA,463,665,46,91.09,1266.06
2023-06-16,FRA,455,684,54,88.06,1191.32
2023-06-17,FRA,469,752,51,89.2,1365.61
2023-06-18,FRA,385,717,42,89.25,974.42
2023-06-19,FRA,297,498,30,84.7,866.33
2023-06-20,FRA,306,487,36,87.05,783.4
2023-06-21,FRA,342,670,36,85.51,981.36
2023-06-22,FRA,299,552,30,84.41,828.89
2023-06-23,FRA,377,586,44,84.34,1071.85
2023-06-24,FRA,433,737,44,88.2,1216.0
2023-06-25,FRA,350,663,42,87.28,946.14
2023-06-26,FRA,306,461,31,84.62,862.84
2023-06-27,FRA,402,646,43,90.17,1131.4
2023-06-28,FRA,337,520,34,85.28,887.04
2023-06-29,FRA,324,501,33,89.0,839.71
2023-06-30,FRA,416,575,42,89.24,1142.19
2023-07-01,FRA,466,739,56,82.76,1216.92
2023-07-02,FRA,638,869,69,84.4,1667.34
2023-07-03,FRA,591,898,59,85.01,1483.54
2023-07-04,FRA,561,842,65,91.24,1611.76
2023-07-05,FRA,511,793,57,89.9,1414.02
2023-07-06,FRA,482,720,55,89.48,1217.35
2023-07-07,FRA,431,646,49,84.54,1273.56
2023-07-08,FRA,546,851,55,89.2,1454.46
2023-07-09,FRA,486,691,50,84.55,1313.82
2023-07-10,FRA,382,666,47,89.63,988.83
2023-07-11,FRA,467,770,47,90.4,1224.72
2023-07-12,FRA,362,689,40,86.44,1036.49
2023-07-13,FRA,360,567,44,86.29,1071.49
2023-07-14,FRA,440,592,45,86.24,1183.71
2023-07-15,FRA,469,683,47,82.83,1313.17
2023-07-16,FRA,448,817,45,83.99,1126.68
2023-07-17,FRA,525,755,62,83.83,1430.43
2023-07-18,FRA,492,896,54,83.63,1246.89
2023-07-19,FRA,339,673,41,84.26,990.63
2023-07-20,FRA,456,658,47,84.21,1289.1
2023-07-21,FRA,362,594,41,86.66,993.54
2023-07-22,FRA,512,983,61,85.46,1290.16
2023-07-23,FRA,520,948,60,86.59,1333.89
2023-07-24,FRA,459,617,46,90.8,1167.69
2023-07-25,FRA,475,718,49,90.27,1377.98
2023-07-26,FRA,465,864,56,89.58,1224.79
2023-07-27,FRA,476,882,58,87.85,1396.76
2023-07-28,FRA,351,606,40,86.46,1045.19
2023-07-29,FRA,571,918,69,87.32,1488.62
2023-07-30,FRA,671,900,67,85.32,1979.23
2023-07-31,FRA,520,1031,53,85.27,1510.12
2023-08-01,FRA,474,915,58,90.48,1275.86
2023-08-02,FRA,486,853,55,89.46,1270.65
2023-08-03,FRA,517,1026,55,84.45,1550.89
2023-08-04,FRA,517,927,62,90.79,1325.89
2023-08-05,FRA,565,964,68,83.36,1592.45
2023-08-06,FRA,512,692,57,90.14,1452.85
2023-08-07,FRA,494,717,57,82.81,1382.25
2023-08-08,FRA,583,876,59,88.26,1688.59
2023-08-09,FRA,483,748,57,84.93,1228.79
2023-08-10,FRA,632,1121,71,89.28,1756.49
2023-08-11,FRA,606,1064,62,83.47,1752.14
