date,origin_country,destination_id,visa_applications,visa_issued,visa_rejected,visa_type,processing_days
2025-08-23,NLD,DEU,262,220,42,Business,19.9
2025-08-24,NLD,MDA,265,198,67,Business,24.9
2025-08-24,JPN,TUR,675,549,126,Tourist,6.4
2025-08-24,NLD,DEU,391,368,23,Family,28.0
2025-08-24,NLD,ITA,266,245,21,Business,23.6
2025-08-24,JPN,ITA,610,576,34,Tourist,6.6
2025-08-24,DEU,SAU,349,305,44,Business,18.9
2025-08-24,CAN,ESP,519,487,32,Family,25.1
2025-08-25,FRA,DEU,473,423,50,Transit,26.8
2025-08-25,IND,EGY,229,189,40,Business,20.8
2025-08-25,CHN,UKR,326,260,66,Business,10.6
2025-08-25,DEU,EGY,534,492,42,Business,11.5
2025-08-25,AUS,TUR,624,548,76,Family,18.9
2025-08-25,CHN,USA,107,83,24,Business,3.8
2025-08-25,JPN,ITA,110,104,6,Family,14.2
2025-08-25,IND,USA,337,317,20,Tourist,19.3
2025-08-25,JPN,USA,672,593,79,Tourist,9.3
2025-08-25,IND,ARE,44,43,1,Transit,17.8
2025-08-25,CAN,FRA,75,65,10,Family,8.1
2025-08-25,IND,ISR,500,399,101,Tourist,6.6
2025-08-26,IND,PRT,128,121,7,Family,19.7
2025-08-26,DEU,LBN,636,524,112,Business,15.9
2025-08-26,USA,TUR,447,423,24,Business,3.7
2025-08-26,CHN,EGY,133,120,13,Tourist,4.0
2025-08-26,IND,ITA,462,425,37,Transit,22.6
2025-08-26,IND,UKR,323,291,32,Tourist,20.7
2025-08-26,NLD,USA,357,330,27,Transit,11.9
2025-08-27,AUS,ISR,157,117,40,Family,13.3
2025-08-27,NLD,CYP,461,378,83,Business,3.5
2025-08-27,DEU,ISR,147,126,21,Family,7.1
2025-08-27,AUS,SAU,471,432,39,Family,3.8
2025-08-27,CHN,LBN,477,374,103,Transit,21.3
2025-08-27,FRA,RUS,107,94,13,Business,11.7
2025-08-27,FRA,EGY,250,230,20,Tourist,8.9
2025-08-27,GBR,MDA,299,224,75,Family,11.6
2025-08-27,AUS,USA,606,559,47,Business,13.0
2025-08-27,IND,POL,462,366,96,Transit,14.2
2025-08-28,USA,THA,224,201,23,Tourist,25.2
2025-08-28,USA,ESP,790,687,103,Business,18.4
2025-08-28,CAN,GBR,430,379,51,Business,18.2
2025-08-28,JPN,ROU,52,45,7,Tourist,12.2
2025-08-28,USA,ROU,154,138,16,Transit,23.8
2025-08-29,IND,GBR,73,65,8,Tourist,21.2
2025-08-29,JPN,ESP,259,246,13,Transit,24.2
2025-08-29,DEU,CYP,761,633,128,Transit,20.6
2025-08-29,CHN,POL,609,562,47,Tourist,13.6
2025-08-29,USA,GBR,571,428,143,Tourist,15.3
2025-08-29,GBR,ESP,30,23,7,Business,23.1
2025-08-29,CAN,USA,312,269,43,Transit,17.7
2025-08-29,NLD,SAU,660,565,95,Business,5.3
2025-08-29,CAN,EGY,351,280,71,Family,21.0
2025-08-29,AUS,MDA,799,746,53,Business,14.4
2025-08-29,GBR,CYP,39,29,10,Business,13.0
2025-08-29,DEU,ROU,327,313,14,Business,12.4
2025-08-30,AUS,TUR,344,263,81,Tourist,8.7
2025-08-30,FRA,ITA,73,55,18,Business,18.7
2025-08-30,IND,CYP,696,604,92,Family,21.1
2025-08-30,GBR,DEU,258,193,65,Family,14.6
2025-08-30,USA,ITA,482,424,58,Transit,5.8
2025-08-30,CAN,ITA,37,34,3,Transit,16.2
2025-08-30,JPN,MDA,523,501,22,Business,24.3
2025-08-30,FRA,GBR,90,68,22,Family,16.9
2025-08-30,IND,SAU,78,64,14,Family,9.6
2025-08-30,CAN,ISR,337,281,56,Tourist,12.3
2025-08-30,CAN,FRA,73,58,15,Tourist,27.1
2025-08-31,IND,JOR,677,626,51,Tourist,3.4
2025-08-31,USA,ROU,56,45,11,Business,6.5
2025-08-31,IND,GBR,182,172,10,Family,24.5
2025-09-01,NLD,JOR,211,192,19,Family,7.7
2025-09-01,AUS,ITA,42,35,7,Transit,17.7
2025-09-01,AUS,GBR,60,49,11,Business,14.9
2025-09-01,NLD,SAU,135,127,8,Transit,11.7
2025-09-01,AUS,UKR,678,527,151,Transit,21.7
2025-09-01,GBR,ROU,162,144,18,Business,19.2
2025-09-01,NLD,GRC,361,303,58,Business,7.6
2025-09-01,JPN,FRA,382,368,14,Tourist,12.1
2025-09-01,CHN,POL,336,310,26,Tourist,3.9
2025-09-01,CHN,FRA,297,254,43,Transit,19.1
2025-09-01,GBR,NLD,66,54,12,Transit,13.3
2025-09-01,JPN,PRT,240,221,19,Transit,13.1
2025-09-01,NLD,PRT,545,408,137,Business,7.0
2025-09-02,FRA,DEU,92,80,12,Tourist,24.3
2025-09-02,GBR,SAU,564,488,76,Tourist,22.7
2025-09-02,GBR,POL,227,219,8,Business,27.7
2025-09-02,FRA,EGY,709,661,48,Transit,20.8
2025-09-02,AUS,MDA,758,568,190,Family,7.6
2025-09-02,NLD,ISR,433,405,28,Family,11.5
2025-09-03,IND,SAU,215,195,20,Tourist,17.6
2025-09-03,FRA,THA,186,151,35,Family,26.9
2025-09-03,CAN,POL,752,733,19,Tourist,6.1
2025-09-03,AUS,GRC,793,741,52,Transit,19.2
2025-09-03,DEU,UKR,130,109,21,Tourist,17.0
2025-09-03,CHN,ITA,609,456,153,Business,25.0
2025-09-03,IND,ITA,211,206,5,Family,11.1
2025-09-03,FRA,LBN,554,508,46,Business,22.6
2025-09-03,AUS,GRC,684,593,91,Tourist,19.8
2025-09-03,USA,FRA,434,325,109,Business,5.1
2025-09-03,DEU,USA,480,417,63,Tourist,4.8
2025-09-04,DEU,ARE,378,287,91,Tourist,11.7
2025-09-04,GBR,ISR,403,359,44,Family,5.8
2025-09-04,CAN,LBN,231,223,8,Business,10.8
2025-09-04,NLD,EGY,734,611,123,Family,23.5
2025-09-04,FRA,DEU,773,579,194,Transit,12.6
2025-09-04,JPN,UKR,568,500,68,Business,4.9
2025-09-04,IND,EGY,792,647,145,Family,20.1
2025-09-04,CAN,CYP,735,706,29,Business,10.2
2025-09-04,IND,NLD,440,389,51,Tourist,24.9
2025-09-04,IND,GRC,247,230,17,Tourist,17.4
2025-09-04,FRA,DEU,253,219,34,Transit,14.3
2025-09-04,NLD,USA,162,121,41,Transit,21.3
2025-09-04,IND,THA,453,404,49,Family,4.4
2025-09-05,USA,JOR,385,365,20,Business,11.1
2025-09-05,USA,TUR,717,682,35,Business,11.7
2025-09-05,USA,GBR,93,69,24,Tourist,26.4
2025-09-05,USA,ARE,496,444,52,Family,6.6
2025-09-05,CHN,ESP,549,522,27,Business,19.9
2025-09-05,CAN,SAU,398,323,75,Family,20.2
2025-09-05,CHN,DEU,629,504,125,Tourist,22.1
2025-09-05,AUS,THA,482,446,36,Business,25.6
2025-09-05,AUS,EGY,68,57,11,Tourist,14.1
2025-09-05,GBR,ARE,755,739,16,Transit,22.3
2025-09-05,CHN,LBN,591,443,148,Tourist,24.9
2025-09-05,GBR,TUR,622,496,126,Tourist,19.0
2025-09-05,GBR,ROU,61,51,10,Family,12.4
2025-09-06,NLD,ARE,275,206,69,Business,9.2
2025-09-06,CAN,ESP,549,453,96,Transit,17.2
2025-09-06,IND,FRA,634,528,106,Tourist,23.0
2025-09-07,USA,GBR,518,388,130,Family,16.2
2025-09-07,NLD,DEU,516,404,112,Business,19.8
2025-09-07,GBR,ISR,150,136,14,Transit,26.5
2025-09-07,GBR,DEU,194,151,43,Tourist,13.2
2025-09-07,JPN,NLD,152,124,28,Business,25.9
2025-09-07,CHN,GBR,160,149,11,Transit,22.9
2025-09-07,IND,EGY,65,50,15,Tourist,3.4
2025-09-07,DEU,GBR,654,490,164,Transit,6.1
2025-09-07,USA,JOR,245,225,20,Tourist,14.6
2025-09-07,GBR,MDA,218,203,15,Business,21.2
2025-09-07,CAN,MDA,541,459,82,Tourist,14.7
2025-09-08,IND,THA,261,227,34,Tourist,22.9
2025-09-08,CHN,ROU,259,223,36,Transit,21.3
2025-09-08,CHN,GBR,365,353,12,Family,13.4
2025-09-08,DEU,LBN,121,101,20,Tourist,10.0
2025-09-08,FRA,TUR,643,554,89,Transit,13.3
2025-09-08,FRA,THA,113,98,15,Transit,13.6
2025-09-09,AUS,FRA,138,121,17,Tourist,10.6
2025-09-09,AUS,ITA,369,349,20,Family,25.6
2025-09-09,CAN,ITA,300,290,10,Tourist,4.4
2025-09-09,CAN,GBR,60,52,8,Family,26.2
2025-09-09,GBR,GRC,278,227,51,Family,12.1
2025-09-09,FRA,ARE,770,658,112,Family,12.8
2025-09-09,NLD,ESP,679,597,82,Tourist,4.5
2025-09-09,IND,ITA,687,668,19,Family,19.8
2025-09-10,FRA,LBN,669,544,125,Family,15.2
2025-09-10,DEU,PRT,580,560,20,Family,24.7
2025-09-10,JPN,FRA,391,367,24,Transit,14.2
2025-09-10,CHN,UKR,729,548,181,Business,21.5
2025-09-10,USA,GBR,451,437,14,Tourist,24.1
2025-09-10,CAN,JOR,221,201,20,Business,18.0
2025-09-10,IND,ESP,469,392,77,Transit,15.4
2025-09-10,IND,PRT,651,491,160,Business,25.7
2025-09-10,DEU,FRA,763,681,82,Transit,7.5
2025-09-10,DEU,MDA,695,647,48,Tourist,9.4
2025-09-11,USA,DEU,192,185,7,Business,7.3
2025-09-11,AUS,EGY,641,569,72,Transit,21.5
2025-09-11,AUS,POL,288,282,6,Tourist,13.3
2025-09-11,JPN,NLD,466,428,38,Business,10.8
2025-09-11,CHN,NLD,170,148,22,Family,21.0
2025-09-12,JPN,CYP,42,39,3,Tourist,9.0
2025-09-12,CAN,LBN,103,94,9,Transit,27.3
2025-09-12,FRA,FRA,616,516,100,Transit,25.5
2025-09-12,IND,TUR,592,450,142,Family,20.9
2025-09-12,NLD,EGY,283,266,17,Transit,19.8
2025-09-12,GBR,DEU,490,458,32,Tourist,14.5
2025-09-12,GBR,TUR,696,598,98,Family,11.1
2025-09-12,FRA,MDA,272,237,35,Transit,8.6
2025-09-12,DEU,ESP,47,40,7,Tourist,4.8
2025-09-12,AUS,MDA,716,620,96,Business,7.7
2025-09-12,DEU,DEU,528,461,67,Business,8.4
2025-09-13,DEU,ISR,40,34,6,Tourist,5.8
2025-09-13,AUS,LBN,568,524,44,Tourist,22.6
2025-09-13,JPN,PRT,46,42,4,Tourist,23.5
2025-09-13,JPN,JOR,470,427,43,Family,10.6
2025-09-13,DEU,CYP,540,442,98,Family,9.5
2025-09-13,NLD,GRC,280,210,70,Transit,11.6
2025-09-13,GBR,NLD,264,252,12,Business,8.0
2025-09-13,GBR,LBN,222,173,49,Family,26.6
2025-09-13,USA,ITA,66,57,9,Family,13.9
2025-09-14,AUS,JOR,615,555,60,Tourist,10.6
2025-09-14,CHN,CYP,77,75,2,Business,18.7
2025-09-14,AUS,TUR,166,136,30,Family,6.9
2025-09-15,USA,GBR,306,256,50,Tourist,23.3
2025-09-15,CHN,NLD,553,532,21,Business,17.8
2025-09-15,DEU,ISR,554,523,31,Business,15.9
2025-09-15,JPN,POL,510,474,36,Transit,12.3
2025-09-15,AUS,NLD,155,129,26,Tourist,19.2
2025-09-15,AUS,ROU,583,508,75,Tourist,14.9
2025-09-15,JPN,POL,791,730,61,Business,7.5
2025-09-15,CHN,ITA,679,509,170,Business,21.7
2025-09-15,USA,POL,523,467,56,Family,11.7
2025-09-15,AUS,CYP,220,200,20,Family,23.0
2025-09-16,FRA,CYP,799,739,60,Transit,15.5
2025-09-16,CAN,DEU,490,447,43,Tourist,10.4
2025-09-16,GBR,DEU,659,510,149,Tourist,22.3
2025-09-16,DEU,CYP,130,124,6,Tourist,11.2
2025-09-17,DEU,TUR,339,285,54,Transit,5.8
2025-09-17,FRA,CYP,104,82,22,Tourist,18.1
2025-09-17,DEU,LBN,179,134,45,Transit,6.9
2025-09-18,CAN,RUS,495,430,65,Tourist,7.0
2025-09-18,NLD,GBR,557,506,51,Business,17.7
2025-09-18,IND,GRC,70,56,14,Tourist,14.5
2025-09-18,USA,ISR,197,182,15,Transit,8.9
2025-09-18,USA,POL,251,210,41,Business,26.7
2025-09-18,IND,EGY,728,599,129,Transit,21.1
2025-09-18,FRA,ISR,142,106,36,Tourist,19.5
2025-09-18,CAN,ITA,537,491,46,Business,8.7
2025-09-18,GBR,ISR,518,506,12,Tourist,26.4
2025-09-18,FRA,EGY,83,71,12,Family,23.2
2025-09-19,IND,JOR,229,185,44,Transit,18.9
2025-09-19,JPN,PRT,490,455,35,Business,9.5
2025-09-19,AUS,JOR,255,242,13,Family,9.1
2025-09-19,DEU,DEU,510,424,86,Business,15.2
2025-09-20,JPN,USA,313,263,50,Business,22.9
2025-09-20,GBR,LBN,414,333,81,Family,11.9
2025-09-20,DEU,TUR,705,585,120,Transit,12.2
2025-09-20,CHN,ESP,170,127,43,Business,5.9
2025-09-20,AUS,FRA,204,153,51,Business,21.1
2025-09-20,FRA,DEU,580,539,41,Business,8.1
2025-09-20,DEU,GBR,526,485,41,Family,17.4
2025-09-20,AUS,EGY,697,592,105,Business,25.3
2025-09-20,JPN,EGY,178,133,45,Family,23.4
2025-09-20,NLD,SAU,513,454,59,Business,4.9
2025-09-20,GBR,GBR,583,459,124,Business,25.8
2025-09-20,NLD,MDA,798,701,97,Transit,9.2
2025-09-20,IND,ITA,465,431,34,Business,16.5
2025-09-21,JPN,GBR,754,738,16,Transit,11.4
2025-09-21,IND,PRT,731,623,108,Transit,11.0
2025-09-21,AUS,ESP,568,469,99,Family,24.8
2025-09-21,CAN,FRA,405,303,102,Business,3.5
2025-09-21,AUS,POL,739,571,168,Tourist,7.4
2025-09-21,JPN,UKR,597,491,106,Family,22.4
2025-09-21,IND,USA,31,23,8,Tourist,9.6
2025-09-21,USA,ISR,505,485,20,Business,22.1
2025-09-22,GBR,CYP,394,362,32,Business,27.7
2025-09-22,CAN,NLD,596,539,57,Family,20.4
2025-09-22,FRA,JOR,732,686,46,Tourist,5.7
2025-09-22,GBR,GRC,327,278,49,Tourist,21.1
2025-09-22,USA,GRC,677,558,119,Tourist,18.0
2025-09-22,CAN,FRA,59,53,6,Business,14.2
2025-09-22,IND,ROU,488,420,68,Business,16.6
2025-09-22,CAN,SAU,532,498,34,Business,15.9
2025-09-22,CAN,ISR,712,684,28,Tourist,3.9
2025-09-22,NLD,ESP,398,350,48,Business,24.9
2025-09-22,GBR,NLD,571,496,75,Transit,17.8
2025-09-23,FRA,GRC,288,260,28,Business,17.6
2025-09-23,CHN,CYP,278,240,38,Family,19.9
2025-09-23,CAN,EGY,245,225,20,Business,4.5
2025-09-23,JPN,RUS,388,358,30,Tourist,4.4
2025-09-23,GBR,POL,269,248,21,Family,5.7
2025-09-23,JPN,EGY,249,209,40,Transit,17.0
2025-09-23,DEU,UKR,730,673,57,Business,12.1
2025-09-23,NLD,CYP,393,296,97,Business,15.1
2025-09-23,IND,POL,615,555,60,Family,24.7
2025-09-24,USA,NLD,290,261,29,Family,13.5
2025-09-24,CAN,ARE,244,231,13,Business,13.4
2025-09-24,JPN,TUR,538,403,135,Transit,9.7
2025-09-24,FRA,UKR,799,601,198,Business,25.3
2025-09-24,GBR,JOR,596,564,32,Tourist,25.8
2025-09-25,NLD,ARE,608,589,19,Tourist,23.9
2025-09-25,FRA,FRA,382,363,19,Family,23.5
2025-09-25,GBR,RUS,148,136,12,Business,18.1
2025-09-25,GBR,GBR,590,522,68,Transit,21.6
2025-09-25,GBR,FRA,269,263,6,Transit,10.4
2025-09-25,GBR,USA,758,729,29,Business,25.0
2025-09-25,NLD,GRC,586,574,12,Tourist,27.4
2025-09-25,IND,RUS,219,187,32,Tourist,14.6
2025-09-26,NLD,ISR,266,235,31,Tourist,14.5
2025-09-26,CAN,ISR,740,647,93,Tourist,17.5
2025-09-26,FRA,FRA,109,81,28,Tourist,5.9
2025-09-26,USA,THA,374,287,87,Business,23.3
2025-09-26,USA,ISR,594,512,82,Transit,8.8
2025-09-26,CAN,TUR,191,178,13,Transit,4.8
2025-09-27,CAN,POL,308,281,27,Tourist,15.4
2025-09-27,DEU,NLD,262,196,66,Family,26.2
2025-09-27,AUS,THA,582,547,35,Tourist,16.6
2025-09-27,FRA,GRC,412,346,66,Family,15.0
2025-09-27,GBR,RUS,561,420,141,Family,19.2
2025-09-27,CAN,USA,286,217,69,Transit,7.8
2025-09-27,JPN,PRT,397,374,23,Tourist,18.8
2025-09-27,AUS,PRT,628,583,45,Business,12.8
2025-09-27,USA,THA,597,498,99,Transit,21.5
2025-09-28,IND,USA,714,603,111,Family,21.0
2025-09-28,NLD,NLD,247,205,42,Family,13.3
2025-09-28,DEU,POL,299,264,35,Family,22.6
2025-09-29,DEU,GBR,657,548,109,Business,18.6
2025-09-29,CHN,LBN,575,511,64,Business,19.6
2025-09-29,USA,UKR,598,568,30,Business,13.5
2025-09-29,GBR,ISR,455,423,32,Tourist,19.7
2025-09-29,AUS,THA,477,430,47,Tourist,17.9
2025-09-29,USA,EGY,296,256,40,Transit,19.1
2025-09-29,FRA,TUR,631,563,68,Business,5.2
2025-09-29,GBR,GBR,579,544,35,Family,3.8
2025-09-29,FRA,UKR,335,321,14,Family,24.2
2025-09-30,AUS,LBN,487,440,47,Tourist,20.8
2025-09-30,IND,GRC,534,498,36,Transit,12.3
2025-09-30,FRA,JOR,318,248,70,Tourist,22.4
2025-09-30,NLD,CYP,86,74,12,Business,15.5
2025-09-30,CAN,ISR,37,27,10,Business,9.5
2025-09-30,NLD,CYP,318,309,9,Business,16.8
2025-09-30,USA,ARE,452,425,27,Transit,11.0
2025-09-30,DEU,FRA,69,52,17,Tourist,17.3
2025-09-30,IND,NLD,216,162,54,Transit,12.7
2025-09-30,FRA,LBN,155,120,35,Tourist,15.7
2025-09-30,IND,DEU,110,93,17,Tourist,14.5
2025-09-30,USA,EGY,767,716,51,Tourist,11.7
2025-09-30,FRA,NLD,397,358,39,Business,14.2
2025-10-01,NLD,GBR,360,307,53,Business,11.1
2025-10-01,FRA,PRT,108,88,20,Family,22.4
2025-10-01,CHN,NLD,117,101,16,Family,16.1
2025-10-01,NLD,POL,434,376,58,Business,21.5
2025-10-01,CAN,DEU,96,72,24,Business,26.3
2025-10-01,USA,ROU,533,504,29,Tourist,25.2
2025-10-01,CAN,PRT,288,216,72,Family,9.2
2025-10-01,USA,PRT,546,440,106,Business,27.8
2025-10-01,CAN,SAU,417,394,23,Transit,24.7
2025-10-02,CHN,USA,466,394,72,Tourist,22.4
2025-10-02,NLD,NLD,428,321,107,Business,17.6
2025-10-02,JPN,GBR,484,440,44,Transit,11.9
2025-10-02,JPN,USA,243,189,54,Transit,25.0
2025-10-02,NLD,UKR,760,681,79,Transit,14.3
2025-10-02,NLD,UKR,181,160,21,Family,13.3
2025-10-02,AUS,EGY,269,253,16,Transit,13.3
2025-10-02,USA,ARE,364,339,25,Transit,12.0
2025-10-02,CHN,CYP,290,217,73,Transit,12.1
2025-10-02,USA,DEU,702,648,54,Business,16.9
2025-10-02,NLD,ITA,762,657,105,Business,13.9
2025-10-03,DEU,FRA,189,185,4,Family,20.2
2025-10-03,DEU,THA,399,327,72,Family,5.3
2025-10-03,DEU,TUR,203,195,8,Transit,18.7
2025-10-03,GBR,GBR,431,331,100,Transit,21.5
2025-10-03,JPN,GRC,714,590,124,Tourist,24.2
2025-10-03,CHN,ESP,230,199,31,Business,10.7
2025-10-04,CHN,JOR,766,574,192,Business,15.7
2025-10-04,AUS,NLD,542,451,91,Transit,23.6
2025-10-04,DEU,EGY,111,99,12,Family,18.8
2025-10-04,GBR,THA,253,245,8,Tourist,15.4
2025-10-04,CHN,GBR,345,277,68,Transit,11.5
2025-10-04,CHN,JOR,432,363,69,Family,7.8
2025-10-04,AUS,THA,449,336,113,Transit,19.4
2025-10-05,GBR,MDA,571,469,102,Family,19.2
2025-10-05,USA,SAU,284,257,27,Family,6.0
2025-10-05,JPN,UKR,112,84,28,Tourist,5.6
2025-10-05,JPN,ISR,743,671,72,Business,20.4
2025-10-05,USA,GBR,750,720,30,Family,14.4
2025-10-05,FRA,ESP,200,152,48,Family,5.4
2025-10-05,USA,JOR,719,628,91,Business,5.9
2025-10-05,CHN,DEU,191,184,7,Family,19.9
2025-10-06,AUS,ITA,302,267,35,Family,26.1
2025-10-06,CAN,GRC,601,478,123,Tourist,14.2
2025-10-06,JPN,USA,157,134,23,Tourist,3.4
2025-10-06,DEU,MDA,153,130,23,Transit,5.4
2025-10-07,JPN,MDA,257,241,16,Tourist,6.7
2025-10-07,AUS,ITA,743,684,59,Family,20.6
2025-10-07,AUS,DEU,795,770,25,Transit,3.1
2025-10-07,FRA,SAU,35,29,6,Transit,10.0
2025-10-07,IND,TUR,786,703,83,Business,25.8
2025-10-07,JPN,CYP,656,515,141,Transit,17.9
2025-10-07,CHN,JOR,426,379,47,Business,18.8
2025-10-07,IND,NLD,582,525,57,Family,21.3
2025-10-07,CHN,ESP,83,64,19,Family,6.8
2025-10-07,NLD,USA,78,70,8,Business,26.2
2025-10-07,IND,UKR,549,465,84,Family,5.0
2025-10-07,NLD,MDA,336,279,57,Family,27.1
2025-10-08,JPN,USA,373,349,24,Tourist,23.5
2025-10-08,USA,USA,760,693,67,Business,9.0
2025-10-08,IND,RUS,724,609,115,Family,23.3
2025-10-08,JPN,EGY,755,700,55,Family,4.7
2025-10-08,FRA,JOR,721,660,61,Business,15.6
2025-10-08,AUS,FRA,498,443,55,Tourist,21.4
2025-10-08,USA,LBN,496,391,105,Tourist,16.1
2025-10-08,USA,ESP,328,285,43,Business,4.2
2025-10-08,USA,THA,186,172,14,Family,5.4
2025-10-08,USA,FRA,203,188,15,Family,18.2
2025-10-09,NLD,UKR,176,146,30,Business,3.5
2025-10-09,NLD,USA,36,27,9,Tourist,13.6
2025-10-09,AUS,POL,359,282,77,Transit,23.9
2025-10-09,DEU,MDA,538,512,26,Transit,17.3
2025-10-09,USA,TUR,620,517,103,Business,6.5
2025-10-10,FRA,FRA,515,396,119,Family,3.8
2025-10-10,CHN,ROU,713,640,73,Family,11.7
2025-10-10,NLD,ROU,690,663,27,Business,14.7
2025-10-10,AUS,LBN,522,391,131,Tourist,9.0
2025-10-10,DEU,ROU,82,80,2,Tourist,4.2
2025-10-10,JPN,CYP,474,436,38,Transit,4.7
2025-10-10,CAN,RUS,45,43,2,Tourist,16.3
2025-10-10,FRA,NLD,451,338,113,Business,17.2
2025-10-10,CAN,ESP,523,477,46,Transit,10.8
2025-10-10,JPN,USA,541,440,101,Tourist,14.5
2025-10-10,GBR,THA,450,358,92,Transit,20.0
2025-10-10,IND,GRC,752,684,68,Tourist,13.5
2025-10-11,FRA,NLD,673,552,121,Family,14.1
2025-10-11,NLD,NLD,510,477,33,Business,17.1
2025-10-11,USA,ESP,586,538,48,Transit,18.8
2025-10-11,DEU,RUS,281,254,27,Family,24.5
2025-10-11,USA,ARE,557,524,33,Tourist,24.0
2025-10-11,DEU,CYP,467,452,15,Family,17.7
2025-10-11,FRA,USA,301,265,36,Transit,22.2
2025-10-12,CAN,SAU,467,380,87,Family,8.6
2025-10-12,DEU,ESP,105,93,12,Business,5.9
2025-10-12,GBR,GRC,58,48,10,Family,16.3
2025-10-12,NLD,ISR,357,349,8,Transit,20.6
2025-10-12,AUS,ISR,577,554,23,Tourist,11.6
2025-10-12,IND,RUS,417,401,16,Transit,20.2
2025-10-12,IND,NLD,377,337,40,Business,27.7
2025-10-12,FRA,GRC,727,635,92,Family,8.3
2025-10-12,IND,SAU,32,24,8,Family,14.3
2025-10-13,AUS,JOR,519,484,35,Transit,10.2
2025-10-13,FRA,TUR,31,23,8,Tourist,24.3
2025-10-13,CHN,MDA,89,66,23,Transit,26.0
2025-10-13,AUS,ROU,51,44,7,Transit,13.1
2025-10-13,USA,ISR,672,575,97,Transit,19.8
2025-10-14,AUS,RUS,394,320,74,Business,26.5
2025-10-14,NLD,SAU,89,80,9,Family,7.9
2025-10-14,AUS,USA,635,565,70,Transit,16.9
2025-10-14,NLD,ISR,194,173,21,Business,4.9
2025-10-14,CHN,THA,28,26,2,Tourist,24.9
2025-10-14,GBR,UKR,88,83,5,Tourist,18.7
2025-10-14,GBR,LBN,110,95,15,Tourist,13.1
2025-10-14,CAN,RUS,778,583,195,Tourist,14.3
2025-10-14,DEU,RUS,478,372,106,Tourist,9.1
2025-10-15,AUS,PRT,59,57,2,Transit,11.8
2025-10-15,IND,PRT,143,136,7,Tourist,15.9
2025-10-15,JPN,THA,603,547,56,Transit,13.1
2025-10-15,USA,NLD,257,192,65,Tourist,14.4
2025-10-15,AUS,UKR,230,200,30,Tourist,23.5
2025-10-15,USA,GRC,682,608,74,Family,9.9
2025-10-15,FRA,RUS,217,162,55,Business,3.9
2025-10-15,GBR,ESP,249,238,11,Tourist,10.2
2025-10-15,USA,ROU,793,594,199,Transit,25.9
2025-10-15,CAN,ESP,164,150,14,Transit,19.1
2025-10-15,AUS,DEU,304,275,29,Tourist,11.8
2025-10-15,USA,NLD,102,89,13,Business,22.5
2025-10-16,NLD,GRC,264,220,44,Family,9.6
2025-10-16,AUS,MDA,551,529,22,Family,14.1
2025-10-16,USA,UKR,532,489,43,Tourist,26.7
2025-10-16,CHN,ROU,442,409,33,Business,14.9
2025-10-16,CHN,MDA,442,400,42,Transit,21.9
2025-10-16,DEU,UKR,212,179,33,Business,18.5
2025-10-16,CHN,MDA,712,650,62,Transit,25.7
2025-10-16,IND,GBR,39,35,4,Business,24.8
2025-10-16,FRA,ESP,522,405,117,Transit,11.5
2025-10-16,NLD,UKR,233,212,21,Business,25.8
2025-10-17,USA,ITA,181,168,13,Family,7.5
2025-10-17,JPN,USA,398,313,85,Family,23.5
2025-10-17,USA,JOR,178,160,18,Business,11.9
2025-10-17,GBR,GBR,445,424,21,Family,13.9
2025-10-17,NLD,USA,267,235,32,Business,3.7
2025-10-17,GBR,ITA,481,366,115,Tourist,25.5
2025-10-17,NLD,EGY,736,674,62,Family,18.6
2025-10-17,AUS,THA,263,200,63,Business,6.1
2025-10-17,DEU,JOR,396,346,50,Family,22.4
2025-10-17,CHN,GRC,724,548,176,Family,26.4
2025-10-17,CHN,USA,760,680,80,Business,5.3
2025-10-17,CHN,POL,330,287,43,Transit,17.0
2025-10-18,CAN,MDA,210,191,19,Tourist,16.3
2025-10-18,JPN,GRC,112,89,23,Business,5.6
2025-10-18,USA,PRT,783,673,110,Tourist,7.5
2025-10-18,IND,NLD,162,142,20,Transit,26.8
2025-10-18,CAN,THA,480,360,120,Tourist,18.5
2025-10-18,CHN,EGY,562,421,141,Business,16.2
2025-10-18,CHN,UKR,190,161,29,Tourist,4.6
2025-10-18,CAN,DEU,592,554,38,Family,13.2
2025-10-18,JPN,ESP,24,20,4,Family,16.0
2025-10-19,AUS,RUS,415,395,20,Business,21.4
2025-10-19,JPN,DEU,135,103,32,Business,14.3
2025-10-19,NLD,PRT,320,251,69,Business,26.5
2025-10-19,JPN,MDA,132,112,20,Tourist,20.9
2025-10-19,JPN,POL,112,90,22,Family,19.9
2025-10-19,DEU,ROU,472,354,118,Family,26.3
2025-10-19,GBR,ROU,195,150,45,Tourist,12.5
2025-10-19,NLD,FRA,423,372,51,Tourist,17.1
2025-10-19,IND,TUR,688,607,81,Tourist,22.7
2025-10-19,NLD,RUS,500,394,106,Tourist,4.8
2025-10-19,AUS,EGY,484,452,32,Transit,26.4
2025-10-19,JPN,RUS,538,416,122,Family,17.4
2025-10-20,USA,TUR,374,280,94,Transit,3.2
2025-10-20,CHN,EGY,488,447,41,Business,14.6
2025-10-20,NLD,CYP,759,681,78,Tourist,15.5
2025-10-20,IND,SAU,441,398,43,Business,8.3
2025-10-21,FRA,ISR,141,128,13,Family,9.5
2025-10-21,USA,UKR,492,478,14,Family,4.5
2025-10-21,NLD,UKR,132,99,33,Family,22.6
